,Course1,Course2,Common Entities
552,590GHG,590CA,"['information sciences', 'records', 'IS 590', 'aspects']"
553,590GHG,590CRO,"['information sciences', 'IS 590', 'aspects']"
554,590GHG,590DHO,"['challenges', 'IS 590', 'opportunities', 'aspects', 'information sciences']"
555,590GHG,590DI,"['information sciences', 'IS 590', 'aspects']"
556,590GHG,590DT,"['information sciences', 'IS 590', 'aspects']"
557,590GHG,390RGI,['opportunities']
558,590GHG,409AG,['emphasis']
559,590GHG,409AO,['emphasis']
560,590GHG,409AO2,['emphasis']
561,590GHG,409AU,['emphasis']
562,590GHG,451A,['systems']
563,590GHG,451AO,['systems']
564,590GHG,452AG,['records']
565,590GHG,452AO,['records']
566,590GHG,452AU,['records']
567,590GHG,452BG,['records']
568,590GHG,452BU,['records']
569,590GHG,458AO,['issues']
570,590GHG,462G4,"['issues', 'challenges']"
571,590GHG,462UG3,"['issues', 'challenges']"
572,590GHG,490GHU,"['systems', 'issues', 'state', 'challenges', 'transition', 'devices', 'experiences', 'initiatives', 'mobile devices', 'emphasis', 'records', 'education', 'opportunities', 'Focus', 'WHO', 'health informatics', 'Guest speakers']"
573,590GHG,490GI,['systems']
574,590GHG,490ITG,['systems']
575,590GHG,490ITU,"['opportunities', 'devices']"
576,590GHG,501A,['systems']
577,590GHG,501AO,['systems']
578,590GHG,501AO2,['systems']
579,590GHG,501B,['systems']
580,590GHG,502A,['issues']
581,590GHG,502AO,['issues']
582,590GHG,502AO2,['issues']
583,590GHG,502AO3,['issues']
584,590GLO,590IK,"['information sciences', 'IS 590', 'aspects']"
585,590GLO,590ISO,"['information sciences', 'IS 590', 'aspects']"
586,590GLO,590MD,"['information sciences', 'IS 590', 'aspects']"
587,590GLO,590OH,"['information sciences', 'IS 590', 'aspects']"
588,590GLO,590PBO,"['information sciences', 'IS 590', 'aspects']"
589,590GLO,590PC,"['information sciences', 'IS 590', 'aspects', 'archives']"
590,590GLO,590PP,"['information sciences', 'IS 590', 'aspects']"
591,590GLO,590PR,"['information sciences', 'IS 590', 'aspects']"
592,590GLO,590SOS,"['information sciences', 'IS 590', 'aspects']"
593,590GLO,590SPO,"['information sciences', 'IS 590', 'aspects']"
594,590GLO,594JLW,"['information sciences', 'IS 590', 'aspects']"
595,590GLO,502B,['LIS']
596,590GLO,502C,['LIS']
597,590GLO,518AO,"['youth services', 'education']"
598,590GLO,527AO,"['education', 'LIS']"
599,590GLO,530C,['title']
600,590GLO,531AO,['education']
601,590GLO,532A,['data curation']
602,590GLO,532AO,['data curation']
603,590GLO,539A,['trends']
604,590GLO,539AO,['trends']
605,590GLO,547AO,['education']
606,590GLO,567AO,['education']
607,590GLO,581AO,['archives']
608,590GLO,587A,"['library and information science', 'LIS']"
609,590GLO,590AT,"['information sciences', 'IS 590', 'aspects']"
610,590GLO,590BAO,"['information sciences', 'IS 590', 'aspects']"
611,590GLO,590BBO,"['information sciences', 'IS 590', 'aspects']"
612,590GLO,590CA,"['information sciences', 'IS 590', 'aspects', 'archives']"
613,590GLO,590CRO,"['information sciences', 'aspects', 'IS 590', 'title']"
614,590GLO,590DHO,"['information sciences', 'IS 590', 'aspects']"
615,590GLO,590DI,"['information sciences', 'IS 590', 'aspects']"
616,590GLO,590DT,"['information sciences', 'IS 590', 'aspects']"
617,590GLO,390CC,['information policy']
618,590GLO,390RGI,['information policy']
619,590GLO,390W1A,['information policy']
620,590GLO,390W1B,['information policy']
621,590GLO,458AO,['archives']
622,590GLO,490DB,['information policy']
623,590GLO,490DBO,['information policy']
624,590GLO,490GHU,"['education', 'information policy']"
625,590GLO,490GI,['information policy']
626,590GLO,490ITG,['information policy']
627,590GLO,490ITU,['information policy']
628,590GLO,490SMG,['information policy']
629,590GLO,490SMU,['information policy']
630,590GLO,490TEO,"['information policy', 'LIS']"
631,590GLO,501AO,['LIS']
632,590GLO,501AO2,['LIS']
633,590GLO,502A,['LIS']
634,590GLO,502AO,['LIS']
635,590GLO,502AO2,['LIS']
636,590GLO,502AO3,['LIS']
637,590IK,590ISO,"['information sciences', 'aspects', 'IS 590', 'organization']"
638,590IK,590MD,"['information sciences', 'IS 590', 'aspects', 'learning']"
639,590IK,590OH,"['information sciences', 'IS 590', 'aspects']"
640,590IK,590PBO,"['knowledge', 'information sciences', 'IS 590', 'aspects']"
641,590IK,590PC,"['information sciences', 'projects', 'aspects', 'IS 590']"
642,590IK,590PP,"['information sciences', 'IS 590', 'aspects']"
643,590IK,590PR,"['information sciences', 'projects', 'aspects', 'IS 590']"
644,590IK,590PR2,['projects']
645,590IK,590QM,['projects']
646,590IK,590SOS,"['information sciences', 'IS 590', 'aspects']"
647,590IK,590SPO,"['information sciences', 'IS 590', 'aspects']"
648,590IK,594JLW,"['information sciences', 'projects', 'aspects', 'IS 590']"
649,590IK,507A,"['technologies', 'standards']"
650,590IK,507AO,"['technologies', 'standards']"
651,590IK,507AO2,"['technologies', 'standards']"
652,590IK,515A,['knowledge']
653,590IK,515AO,['knowledge']
654,590IK,516A,"['knowledge', 'learning', 'projects']"
655,590IK,516AO,"['knowledge', 'learning', 'projects']"
656,590IK,518AO,['technologies']
657,590IK,530C,['topics']
658,590IK,530I,"['organization', 'topics']"
659,590IK,530MAO,['topics']
660,590IK,539A,['knowledge']
661,590IK,539AO,['knowledge']
662,590IK,540A,"['learning', 'projects', 'topics']"
663,590IK,543A,['knowledge']
664,590IK,543B,['knowledge']
665,590IK,543C,['knowledge']
666,590IK,547AO,['planning']
667,590IK,560AO,['technologies']
668,590IK,567AO,['organization']
669,590IK,586A,['standards']
670,590IK,586AO,['standards']
671,590IK,590AT,"['information sciences', 'IS 590', 'aspects', 'topics']"
672,590IK,590BAO,"['information sciences', 'IS 590', 'aspects', 'workplace']"
673,590IK,590BBO,"['knowledge', 'information sciences', 'IS 590', 'aspects']"
674,590IK,590CA,"['information sciences', 'aspects', 'IS 590', 'organization']"
675,590IK,590CRO,"['information sciences', 'IS 590', 'aspects']"
676,590IK,590DHO,"['projects', 'IS 590', 'information sciences', 'case studies', 'aspects', 'technologies']"
677,590IK,590DI,"['information sciences', 'IS 590', 'aspects']"
678,590IK,590DT,"['information sciences', 'IS 590', 'aspects']"
679,590IK,390CC,"['knowledge', 'topics']"
680,590IK,390RGI,"['knowledge', 'technologies', 'topics']"
681,590IK,390W1A,"['knowledge', 'technologies', 'topics']"
682,590IK,390W1B,"['knowledge', 'technologies', 'topics']"
683,590IK,409AG,['learning']
684,590IK,409AO,['learning']
685,590IK,409AO2,['learning']
686,590IK,409AU,['learning']
687,590IK,418AO,['projects']
688,590IK,418AU,['projects']
689,590IK,451A,"['knowledge', 'technologies', 'topics']"
690,590IK,451AO,"['knowledge', 'technologies', 'topics']"
691,590IK,452AG,['knowledge management']
692,590IK,452AO,['knowledge management']
693,590IK,452AU,['knowledge management']
694,590IK,452BG,['knowledge management']
695,590IK,452BU,['knowledge management']
696,590IK,457IDG,['technologies']
697,590IK,457IDU,['technologies']
698,590IK,462G4,['technologies']
699,590IK,462UG3,['technologies']
700,590IK,490DB,"['knowledge', 'topics']"
701,590IK,490DBO,"['knowledge', 'topics']"
702,590IK,490GHU,"['knowledge', 'topics']"
703,590IK,490GI,"['knowledge', 'topics']"
704,590IK,490ITG,"['knowledge', 'topics']"
705,590IK,490ITU,"['knowledge', 'topics']"
706,590IK,490SMG,"['knowledge', 'topics']"
707,590IK,490SMU,"['knowledge', 'topics']"
708,590IK,490TEO,"['knowledge', 'projects', 'topics']"
709,590IK,501A,['knowledge']
710,590IK,501AO,['knowledge']
711,590IK,501AO2,['knowledge']
712,590IK,501B,['knowledge']
713,590ISO,590MD,"['information sciences', 'IS 590', 'aspects']"
714,590ISO,590OH,"['IS 590', 'communication', 'goals', 'aspects', 'information sciences']"
715,590ISO,590PBO,"['information sciences', 'IS 590', 'aspects']"
716,590ISO,590PC,"['information sciences', 'IS 590', 'aspects']"
717,590ISO,590PP,"['information sciences', 'aspects', 'IS 590', 'communication']"
718,590ISO,590PR,"['information sciences', 'IS 590', 'aspects']"
719,590ISO,590SOS,"['information sciences', 'IS 590', 'aspects']"
720,590ISO,590SPO,"['information sciences', 'IS 590', 'aspects']"
721,590ISO,590TX,['situation']
722,590ISO,594JLW,"['information sciences', 'IS 590', 'aspects']"
723,590ISO,504A,['variety']
724,590ISO,504AO,['variety']
725,590ISO,504AO2,['variety']
726,590ISO,505A,"['foundation', 'principles']"
727,590ISO,505AO,"['foundation', 'principles']"
728,590ISO,507A,"['concepts', 'principles']"
729,590ISO,507AO,"['concepts', 'principles']"
730,590ISO,507AO2,"['concepts', 'principles']"
731,590ISO,518AO,"['principles', 'communication']"
732,590ISO,525AO,['variety']
733,590ISO,527AO,['communication']
734,590ISO,528A,"['marketing', 'principles']"
735,590ISO,530C,['goals']
736,590ISO,530I,"['goals', 'organization']"
737,590ISO,530MAO,['goals']
738,590ISO,542A,['application']
739,590ISO,542B,['application']
740,590ISO,548A,['concepts']
741,590ISO,559A,['concepts']
742,590ISO,562AO,"['application', 'variety']"
743,590ISO,567AO,"['organization', 'variety']"
744,590ISO,581AO,['principles']
745,590ISO,586A,['variety']
746,590ISO,586AO,['variety']
747,590ISO,590AT,"['information sciences', 'aspects', 'IS 590', 'communication']"
748,590ISO,590BAO,"['information sciences', 'IS 590', 'aspects']"
749,590ISO,590BBO,"['information sciences', 'IS 590', 'aspects', 'variety']"
750,590ISO,590CA,"['information sciences', 'aspects', 'IS 590', 'organization']"
751,590ISO,590CRO,"['information sciences', 'IS 590', 'aspects', 'variety']"
752,590ISO,590DHO,"['information sciences', 'concepts', 'IS 590', 'aspects']"
753,590ISO,590DI,"['information sciences', 'IS 590', 'aspects']"
754,590ISO,590DT,"['evaluation', 'IS 590', 'principles', 'aspects', 'variety', 'information sciences']"
755,590ISO,390CC,"['evaluation', 'communication']"
756,590ISO,390RGI,"['evaluation', 'communication']"
757,590ISO,390W1A,"['principles', 'evaluation', 'communication']"
758,590ISO,390W1B,"['principles', 'evaluation', 'communication']"
759,590ISO,451A,['concepts']
760,590ISO,451AO,['concepts']
761,590ISO,452AG,['concepts']
762,590ISO,452AO,['concepts']
763,590ISO,452AU,['concepts']
764,590ISO,452BG,['concepts']
765,590ISO,452BU,['concepts']
766,590ISO,457IDG,['foundation']
767,590ISO,457IDU,['foundation']
768,590ISO,458AO,"['concepts', 'variety']"
769,590ISO,462G4,"['concepts', 'principles']"
770,590ISO,462UG3,"['concepts', 'principles']"
771,590ISO,490DB,"['evaluation', 'communication']"
772,590ISO,490DBO,"['evaluation', 'communication']"
773,590ISO,490GHU,"['evaluation', 'communication']"
774,590ISO,490GI,"['evaluation', 'communication']"
775,590ISO,490ITG,"['evaluation', 'communication']"
776,590ISO,490ITU,"['evaluation', 'communication']"
777,590ISO,490SMG,"['evaluation', 'communication']"
778,590ISO,490SMU,"['evaluation', 'communication']"
779,590ISO,490TEO,"['evaluation', 'concepts', 'communication', 'variety']"
780,590ISO,501A,['principles']
781,590ISO,501AO,['principles']
782,590ISO,501AO2,['principles']
783,590ISO,501B,['principles']
784,590MD,590OH,"['information sciences', 'IS 590', 'aspects', 'theory']"
785,590MD,590PBO,"['information sciences', 'IS 590', 'aspects']"
786,590MD,590PC,"['information sciences', 'level', 'IS 590', 'aspects']"
787,590MD,590PP,"['information sciences', 'IS 590', 'aspects']"
788,590MD,590PR,"['IS 590', 'consent', 'instructor', 'aspects', 'information sciences']"
789,590MD,590SOS,"['methods', 'information sciences', 'IS 590', 'aspects']"
790,590MD,590SPO,"['information sciences', 'IS 590', 'aspects']"
791,590MD,594JLW,"['methods', 'information sciences', 'IS 590', 'aspects']"
792,590MD,502B,['models']
793,590MD,502C,['models']
794,590MD,515A,['methods']
795,590MD,515AO,['methods']
796,590MD,516A,['learning']
797,590MD,516AO,['learning']
798,590MD,525AO,"['consent', 'instructor']"
799,590MD,527AO,['areas']
800,590MD,530C,"['consent', 'instructor']"
801,590MD,530I,"['consent', 'data science', 'analysis', 'instructor']"
802,590MD,530MAO,"['consent', 'instructor']"
803,590MD,532A,['analysis']
804,590MD,532AO,['analysis']
805,590MD,540A,['learning']
806,590MD,542A,['models']
807,590MD,542B,['models']
808,590MD,559A,['methods']
809,590MD,560AO,"['consent', 'instructor']"
810,590MD,561A,"['methods', 'modeling']"
811,590MD,561AO,"['methods', 'modeling']"
812,590MD,561B,"['methods', 'modeling']"
813,590MD,562AO,"['consent', 'instructor']"
814,590MD,586A,['methods']
815,590MD,586AO,['methods']
816,590MD,587A,['theory']
817,590MD,590AT,"['information sciences', 'IS 590', 'aspects']"
818,590MD,590BAO,"['IS 590', 'theory', 'modeling', 'aspects', 'information sciences']"
819,590MD,590BBO,"['information sciences', 'IS 590', 'aspects']"
820,590MD,590CA,"['IS 590', 'consent', 'instructor', 'aspects', 'information sciences']"
821,590MD,590CRO,"['information sciences', 'IS 590', 'aspects']"
822,590MD,590DHO,"['methods', 'information sciences', 'IS 590', 'aspects']"
823,590MD,590DI,"['information sciences', 'IS 590', 'aspects']"
824,590MD,590DT,"['IS 590', 'modeling', 'classification', 'aspects', 'information sciences', 'statistics']"
825,590MD,404AG,['consent']
826,590MD,404AO,"['consent', 'instructor']"
827,590MD,404AU,"['consent', 'instructor']"
828,590MD,409AG,['learning']
829,590MD,409AO,['learning']
830,590MD,409AO2,['learning']
831,590MD,409AU,['learning']
832,590MD,452AG,['data science']
833,590MD,452AO,['data science']
834,590MD,452AU,['data science']
835,590MD,452BG,['data science']
836,590MD,452BU,['data science']
837,590MD,457IDG,"['advances', 'data science', 'computing power']"
838,590MD,457IDU,"['advances', 'data science', 'computing power']"
839,590MD,458AO,['methods']
840,590MD,461AG,"['consent', 'instructor']"
841,590MD,461AO,"['consent', 'instructor']"
842,590MD,461AU,"['consent', 'instructor']"
843,590MD,490DB,"['consent', 'instructor']"
844,590MD,490DBO,"['consent', 'instructor']"
845,590MD,490GHU,"['consent', 'instructor']"
846,590MD,490GI,"['consent', 'instructor']"
847,590MD,490ITG,"['consent', 'instructor']"
848,590MD,490ITU,"['methods', 'instructor', 'consent']"
849,590MD,490SMG,"['consent', 'instructor']"
850,590MD,490SMU,"['consent', 'instructor']"
851,590MD,490TEO,"['consent', 'instructor', 'methods']"
852,590MD,501A,['methods']
853,590MD,501AO,['methods']
854,590MD,501AO2,['methods']
855,590MD,501B,['methods']
856,590MD,502A,['models']
857,590MD,502AO,['models']
858,590MD,502AO2,['models']
859,590MD,502AO3,['models']
860,590OH,590PBO,"['history', 'information sciences', 'IS 590', 'aspects']"
861,590OH,590PC,"['information sciences', 'IS 590', 'aspects', 'library']"
862,590OH,590PP,"['IS 590', 'communication', 'aspects', 'information sciences', 'presentation', 'forms']"
863,590OH,590PR,"['information sciences', 'IS 590', 'aspects', 'problems']"
864,590OH,590PR2,['problems']
865,590OH,590QM,['problems']
866,590OH,590SOS,"['information sciences', 'IS 590', 'aspects']"
867,590OH,590SPO,"['information sciences', 'IS 590', 'aspects']"
868,590OH,591AMO,['library']
869,590OH,594JLW,"['IS 590', 'information science', 'aspects', 'information sciences', 'communities']"
870,590OH,591,['library']
871,590OH,502B,"['fields', 'literacy', 'communities', 'library']"
872,590OH,502C,"['fields', 'literacy', 'communities', 'library']"
873,590OH,515A,['literacy']
874,590OH,515AO,['literacy']
875,590OH,516A,"['literacy', 'Readings']"
876,590OH,516AO,"['literacy', 'Readings']"
877,590OH,518AO,"['communication', 'communities']"
878,590OH,527AO,"['communication', 'history', 'reading', 'literacy', 'forms']"
879,590OH,528A,['reading']
880,590OH,530C,['goals']
881,590OH,530I,"['goals', 'problems', 'discussion']"
882,590OH,530MAO,['goals']
883,590OH,531AO,['problems']
884,590OH,532A,['communities']
885,590OH,532AO,['communities']
886,590OH,547AO,"['discussion', 'literacy']"
887,590OH,548A,"['discussion', 'library']"
888,590OH,560AO,"['reading', 'history', 'library']"
889,590OH,561A,['relations']
890,590OH,561AO,['relations']
891,590OH,561B,['relations']
892,590OH,567AO,['history']
893,590OH,581AO,['discussion']
894,590OH,586A,['problems']
895,590OH,586AO,['problems']
896,590OH,587A,['theory']
897,590OH,590AT,"['IS 590', 'communication', 'aspects', 'information sciences', 'literacy', 'forms']"
898,590OH,590BAO,"['information sciences', 'IS 590', 'aspects', 'theory']"
899,590OH,590BBO,"['history', 'information sciences', 'IS 590', 'aspects']"
900,590OH,590CA,"['information sciences', 'IS 590', 'aspects']"
901,590OH,590CRO,"['IS 590', 'history', 'aspects', 'information sciences', 'forms']"
902,590OH,590DHO,"['IS 590', 'discussion', 'history', 'aspects', 'information sciences']"
903,590OH,590DI,"['information sciences', 'IS 590', 'aspects']"
904,590OH,590DT,"['information sciences', 'IS 590', 'aspects']"
905,590OH,390CC,['communication']
906,590OH,390RGI,"['communication', 'relations']"
907,590OH,390W1A,"['history', 'communication']"
908,590OH,390W1B,"['history', 'communication']"
909,590OH,409AG,"['audience', 'questions']"
910,590OH,409AO,"['audience', 'questions']"
911,590OH,409AO2,"['audience', 'questions']"
912,590OH,409AU,"['audience', 'questions']"
913,590OH,490DB,"['dissemination', 'communication']"
914,590OH,490DBO,"['dissemination', 'communication']"
915,590OH,490GHU,"['dissemination', 'communication']"
916,590OH,490GI,"['dissemination', 'communication']"
917,590OH,490ITG,"['dissemination', 'communication']"
918,590OH,490ITU,"['dissemination', 'communication']"
919,590OH,490SMG,"['dissemination', 'communication', 'relations']"
920,590OH,490SMU,"['dissemination', 'communication', 'relations']"
921,590OH,490TEO,"['dissemination', 'communication', 'Readings']"
922,590OH,501A,['library']
923,590OH,501AO,['library']
924,590OH,501AO2,['library']
925,590OH,501B,['library']
926,590OH,502A,"['fields', 'literacy', 'communities', 'library']"
927,590OH,502AO,"['fields', 'literacy', 'communities', 'library']"
928,590OH,502AO2,"['fields', 'literacy', 'communities', 'library']"
929,590OH,502AO3,"['fields', 'literacy', 'communities', 'library']"
930,590PBO,590PC,"['IS 590', 'book', 'aspects', 'information sciences', 'collections']"
931,590PBO,590PP,"['information sciences', 'credit students', 'IS 590', 'aspects']"
